id,slug,openTime,closeTime,city,address,postcode,voivodeship,county,community,region,salesRegion,openTimeSeconds,closeTimeSeconds,lat,lng,services
ID08770,"ID08770,warszawa-romera-4b",06:00,23:00,Warszawa,Romera 4b,02-784,Mazowieckie,Warszawa,"WARSZAWA (GMINA MIEJSKA, MIAST",DS5,PS5.5.5,21600,82800,52.155407,21.029269,"BIH,DEN,DKM,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID03922,"ID03922,olsztyn-edwarda-abramowskiego-1-a",06:00,23:00,Olsztyn,Edwarda Abramowskiego 1 A,10-241,Warmińsko-Mazurskie,Olsztyn,OLSZTYN (GMINA MIEJSKA),DS4,PS4.1.4,21600,82800,53.796145,20.499521,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID04597,"ID04597,siedlce-11-listopada-9",06:00,23:00,Siedlce,11 Listopada 9,08-110,Mazowieckie,Siedlce,SIEDLCE (GMINA MIEJSKA),DS4,PS4.4.6,21600,82800,52.170904,22.273893,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID06531,"ID06531,pulawy-ul-norwida-9-lok-2",06:00,23:00,Puławy,ul. Norwida 9 lok. 2,24-100,Lubelskie,puławski,PUŁAWY (GMINA MIEJSKA),DS10,PS10.2.6,21600,82800,51.419493,21.979088,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID05070,"ID05070,warszawa-rakowiecka-33-lok-u32",06:00,23:00,Warszawa,Rakowiecka 33 lok. U32,02-519,Mazowieckie,Warszawa,"WARSZAWA (GMINA MIEJSKA, MIAST",DS5,PS5.5.6,21600,82800,52.208317,21.01264,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID05644,"ID05644,lodz-zurawia-14",06:00,23:00,Łódź,Żurawia 14,91-463,Łódzkie,Łódź,ŁÓDŹ (GMINA MIEJSKA),DS6,PS6.6.2,21600,82800,51.793757,19.451469,"BIH,DEN,DKM,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID08490,"ID08490,kielce-rynek-15",06:00,23:00,Kielce,Rynek 15,25-303,Świętokrzyskie,Kielce,KIELCE (GMINA MIEJSKA),DS10,PS10.1.1,21600,82800,50.871297,20.631361,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID05576,"ID05576,nowa-wies-leborska-grunwaldzka-50",06:00,23:00,Nowa Wieś Lęborska,Grunwaldzka 50,84-351,Pomorskie,lęborski,NOWA WIEŚ LĘBORSKA (GMINA WIEJ,DS2,PS2.3.6,21600,82800,54.561194,17.732654,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID02100,"ID02100,lublin-ul-dragonow-2",06:00,23:00,Lublin,ul. Dragonów 2,20-554,Lubelskie,Lublin,LUBLIN (GMINA MIEJSKA),DS10,PS10.3.1,21600,82800,51.235848,22.504835,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID03248,"ID03248,gdansk-ul-nowatorow-9a",06:00,23:00,Gdańsk,ul. Nowatorów 9A,80-298,Pomorskie,Gdańsk,GDAŃSK (GMINA MIEJSKA),DS3,PS3.6.4,21600,82800,54.358406,18.491681,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID03147,"ID03147,krynica-zdroj-ul-pulaskiego-29-3",06:00,23:00,Krynica-Zdrój,ul. Pułaskiego 29/3,33-380,Małopolskie,nowosądecki,KRYNICA-ZDRÓJ (GMINA MIEJSKO-W,DS9,PS9.6.3,21600,82800,49.421576,20.964365,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID06566,"ID06566,warszawa-ul-lekka-3-lok-u9",06:00,23:00,Warszawa,ul. Lekka 3 lok. U9,01-910,Mazowieckie,Warszawa,"WARSZAWA (GMINA MIEJSKA, MIAST",DS5,PS5.2.4,21600,82800,52.285133,20.927041,"BIH,DEN,DKM,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID02837,"ID02837,rajcza-ul-gorska-16",06:00,23:00,Rajcza,ul. Górska 16,34-370,Śląskie,żywiecki,RAJCZA (GMINA WIEJSKA),DS9,PS9.4.5,21600,82800,49.502607,19.099696,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID05431,"ID05431,gostynin-kosciuszki-21",06:00,23:00,Gostynin,Kościuszki 21,09-500,Mazowieckie,gostyniński,GOSTYNIN (GMINA MIEJSKA),DS4,PS4.5.1,21600,82800,52.425742,19.461997,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID01171,"ID01171,wroclaw-hlaski-26a",06:00,23:00,Wrocław,Hłaski 26a,54-608,Dolnośląskie,Wrocław,WROCŁAW (GMINA MIEJSKA),DS7,PS7.2.3,21600,82800,51.101322,16.949545,"DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID01635,"ID01635,kutno-sowinskiego-7",06:00,23:00,Kutno,Sowińskiego 7,99-300,Łódzkie,kutnowski,KUTNO (GMINA MIEJSKA),DS4,PS4.5.1,21600,82800,52.23616,19.365455,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID06165,"ID06165,wagrowiec-ul-kosciuszki-6",06:00,23:00,Wągrowiec,ul. Kościuszki 6,62-100,Wielkopolskie,wągrowiecki,WĄGROWIEC (GMINA MIEJSKA),DS2,PS2.4.5,21600,82800,52.809846,17.199303,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID08080,"ID08080,warszawa-ul-dereniowa-2b-213",06:00,23:00,Warszawa,ul. Dereniowa 2B/213,02-776,Mazowieckie,Warszawa,"WARSZAWA (GMINA MIEJSKA, MIAST",DS5,PS5.5.4,21600,82800,52.143715,21.044521,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID08794,"ID08794,wroclaw-uczniowska-1",06:00,23:00,Wrocław,Uczniowska 1,52-222,Dolnośląskie,Wrocław,WROCŁAW (GMINA MIEJSKA),DS7,PS7.4.4,21600,82800,51.061157,17.028288,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID02567,"ID02567,wroclaw-ul-krzywoustego-63a",06:00,23:00,Wrocław,ul. Krzywoustego 63a,51-165,Dolnośląskie,Wrocław,WROCŁAW (GMINA MIEJSKA),DS7,PS7.3.6,21600,82800,51.137824,17.07466,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID04636,"ID04636,lublin-szeligowskiego-8-lok-100",06:00,23:00,Lublin,Szeligowskiego 8 lok.100,20-883,Lubelskie,Lublin,LUBLIN (GMINA MIEJSKA),DS10,PS10.3.6,21600,82800,51.256747,22.557567,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID08281,"ID08281,magdalenka-lipowa-57",06:00,23:00,Magdalenka,Lipowa 57,05-506,Mazowieckie,piaseczyński,LESZNOWOLA (GMINA WIEJSKA),DS6,PS6.3.6,21600,82800,52.097512,20.909696,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID02170,"ID02170,gdansk-ul-paganiniego-2",06:00,23:00,Gdańsk,ul. Paganiniego 2,80-170,Pomorskie,Gdańsk,GDAŃSK (GMINA MIEJSKA),DS3,PS3.6.2,21600,82800,54.355392,18.613138,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID03001,"ID03001,swinoujscie-ul-barlickiego-4d-2",06:00,23:00,Świnoujście,ul. Barlickiego 4d/2,72-602,Zachodniopomorskie,Świnoujście,ŚWINOUJŚCIE (GMINA MIEJSKA),DS2,PS2.2.1,21600,82800,53.905761,14.269526,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID03133,"ID03133,gdansk-ul-adama-mickiewicza-9",06:00,23:00,Gdańsk,ul. Adama Mickiewicza 9,80-425,Pomorskie,Gdańsk,GDAŃSK (GMINA MIEJSKA),DS3,PS3.1.5,21600,82800,54.383169,18.61838,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID05850,"ID05850,gdansk-plocka-5-lok-3",06:00,23:00,Gdańsk,Płocka 5 lok. 3,80-180,Pomorskie,Gdańsk,GDAŃSK (GMINA MIEJSKA),DS3,PS3.1.1,21600,82800,54.327252,18.595782,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID06553,"ID06553,lublin-ul-zygmunta-augusta-8",06:00,23:00,Lublin,ul. Zygmunta Augusta 8,20-283,Lubelskie,Lublin,LUBLIN (GMINA MIEJSKA),DS10,PS10.3.5,21600,82800,51.219341,22.629534,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID08763,"ID08763,lodz-grota-roweckiego-4",06:00,23:00,Łódź,Grota Roweckiego 4,93-217,Łódzkie,Łódź,ŁÓDŹ (GMINA MIEJSKA),DS6,PS6.1.5,21600,82800,51.743717,19.496744,"BIH,DEN,DKM,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID00747,"ID00747,lodz-armii-krajowej-32-paw-101",06:00,23:00,Łódź,Armii Krajowej 32 paw. 101,94-046,Łódzkie,Łódź,ŁÓDŹ (GMINA MIEJSKA),DS6,PS6.4.4,21600,82800,51.744313,19.398587,"BIH,DEN,DKM,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID02537,"ID02537,zabrze-ul-krakowska-13-1",06:00,23:00,Zabrze,ul. Krakowska 13/1,41-808,Śląskie,Zabrze,ZABRZE (GMINA MIEJSKA),DS8,PS8.5.1,21600,82800,50.365218,18.798166,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID08777,"ID08777,warszawa-cieszkowskiego-1-3-lok-155",06:00,23:00,Warszawa,Cieszkowskiego 1/3 lok. 155,01-636,Mazowieckie,Warszawa,"WARSZAWA (GMINA MIEJSKA, MIAST",DS5,PS5.2.6,21600,82800,52.27084,20.981248,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID07113,"ID07113,warszawa-jana-olbrachta-11",06:00,23:00,Warszawa,Jana Olbrachta 11,01-111,Mazowieckie,Warszawa,"WARSZAWA (GMINA MIEJSKA, MIAST",DS5,PS5.1.4,21600,82800,52.235637,20.938834,"BIH,GSM,KPO,ODP,TER,ZBC"
ID01669,"ID01669,wroclaw-sokola-45",06:00,23:00,Wrocław,Sokola 45,53-145,Dolnośląskie,Wrocław,WROCŁAW (GMINA MIEJSKA),DS7,PS7.1.3,21600,82800,51.082689,17.006755,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID01344,"ID01344,jastrzebie-zdroj-malopolska-7b",06:00,23:00,Jastrzębie-Zdrój,Małopolska 7b,44-335,Śląskie,Jastrzębie-Zdrój,JASTRZĘBIE-ZDRÓJ (GMINA MIEJSK,DS8,PS8.4.7,21600,82800,49.943587,18.591902,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID06196,"ID06196,jasienica-1102-dz-36",06:00,23:00,Jasienica,1102 DZ. 36,43-385,Śląskie,bielski (woj. śląskie),JASIENICA (GMINA WIEJSKA),DS9,PS9.4.1,21600,82800,49.833253,18.904921,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID05523,"ID05523,wroclaw-ul-gagarina-27-lok-7",06:00,23:00,Wrocław,ul. GAGARINA 27 lok. 7,54-620,Dolnośląskie,Wrocław,WROCŁAW (GMINA MIEJSKA),DS7,PS7.2.3,21600,82800,51.094949,16.933858,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID04999,"ID04999,krakow-gnieznienska-2-lok-1u",06:00,23:00,Kraków,Gnieźnieńska 2 lok. 1U,31-317,Małopolskie,Kraków,KRAKÓW (GMINA MIEJSKA),DS9,PS9.2.1,21600,82800,50.083725,19.905769,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID05009,"ID05009,lublin-bohaterow-monte-cassino-2",06:00,23:00,Lublin,BOHATERÓW MONTE CASSINO 2,20-808,Lubelskie,Lublin,LUBLIN (GMINA MIEJSKA),DS10,PS10.3.4,21600,82800,51.255636,22.517376,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID06696,"ID06696,kielce-ul-k-wielkiego-15-lok-d",06:00,22:00,Kielce,ul. K. Wielkiego 15 lok. D,25-633,Świętokrzyskie,Kielce,KIELCE (GMINA MIEJSKA),DS10,PS10.1.2,21600,79200,50.880247,20.587407,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID05664,"ID05664,krosno-staszica-25-lok-2",06:00,23:00,Krosno,Staszica 25 lok. 2,38-400,Podkarpackie,Krosno,KROSNO (GMINA MIEJSKA),DS10,PS10.5.3,21600,82800,49.689932,21.769853,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID00375,"ID00375,inowroclaw-sikorskiego-17",06:00,23:00,Inowrocław,Sikorskiego 17,88-100,Kujawsko-Pomorskie,inowrocławski,INOWROCŁAW (GMINA MIEJSKA),DS1,PS1.6.6,21600,82800,52.800213,18.247337,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID05053,"ID05053,lodz-piasta-41",06:00,23:00,Łódź,Piasta 41,93-562,Łódzkie,Łódź,ŁÓDŹ (GMINA MIEJSKA),DS6,PS6.4.5,21600,82800,51.737027,19.443359,"BIH,DEN,DKM,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID05262,"ID05262,gdansk-jana-pawla-ii-6a-lok-1",06:00,23:00,Gdańsk,Jana Pawła II 6A lok.1,80-462,Pomorskie,Gdańsk,GDAŃSK (GMINA MIEJSKA),DS3,PS3.3.1,21600,82800,54.391401,18.600465,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID04077,"ID04077,bielsko-biala-kaletnicza-35",06:00,23:00,Bielsko-Biała,Kaletnicza 35,43-346,Śląskie,Bielsko-Biała,BIELSKO-BIAŁA (GMINA MIEJSKA),DS9,PS9.1.3,21600,82800,49.856799,19.052309,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID06147,"ID06147,wroclaw-ul-robotnicza-96",06:00,23:00,Wrocław,ul. Robotnicza 96,53-608,Dolnośląskie,Wrocław,WROCŁAW (GMINA MIEJSKA),DS7,PS7.2.3,21600,82800,51.112614,16.995358,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID05424,"ID05424,sanok-3-maja-5",06:00,23:00,Sanok,3 Maja 5,38-500,Podkarpackie,sanocki,SANOK (GMINA MIEJSKA),DS10,PS10.5.4,21600,82800,49.560485,22.205821,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID08597,"ID08597,gdansk-szara-35",06:00,23:00,Gdańsk,SZARA 35,80-116,Pomorskie,Gdańsk,GDAŃSK (GMINA MIEJSKA),DS3,PS3.6.3,21600,82800,54.348503,18.612765,"DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID05553,"ID05553,trzebinia-kosciuszki-52",06:00,23:00,Trzebinia,Kościuszki 52,32-540,Małopolskie,chrzanowski,TRZEBINIA (GMINA MIEJSKO-WIEJS,DS9,PS9.5.5,21600,82800,50.158211,19.462494,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID03055,"ID03055,zielona-gora-ul-dworcowa-1-11",06:00,23:00,Zielona Góra,ul. Dworcowa 1/11,65-001,Lubuskie,Zielona Góra,ZIELONA GÓRA (GMINA MIEJSKA),DS1,PS1.4.2,21600,82800,51.945076,15.502728,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID06155,"ID06155,krakow-ul-galczynskiego-34",06:00,23:00,Kraków,ul. Gałczyńskiego 34,31-581,Małopolskie,Kraków,KRAKÓW (GMINA MIEJSKA),DS9,PS9.3.1,21600,82800,50.069817,20.012619,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID02342,"ID02342,chorzow-ul-hajducka-31",06:00,23:00,Chorzów,ul. Hajducka 31,41-500,Śląskie,Chorzów,CHORZÓW (GMINA MIEJSKA),DS8,PS8.2.5,21600,82800,50.288822,18.947419,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID03780,"ID03780,kielce-prosta-42",06:00,23:00,Kielce,Prosta 42,25-371,Świętokrzyskie,Kielce,KIELCE (GMINA MIEJSKA),DS10,PS10.1.5,21600,82800,50.862003,20.63809,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID06674,"ID06674,olsztyn-ul-partyzantow-63",06:00,23:00,Olsztyn,ul. Partyzantów 63,10-402,Warmińsko-Mazurskie,Olsztyn,OLSZTYN (GMINA MIEJSKA),DS4,PS4.1.4,21600,82800,53.784028,20.494676,"DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID01214,"ID01214,poznan-os-jana-iii-sobieskiego-3",06:00,23:00,Poznań,Oś. Jana III Sobieskiego 3,60-688,Wielkopolskie,Poznań,POZNAŃ (GMINA MIEJSKA),DS1,PS1.2.4,21600,82800,52.460386,16.906665,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID02824,"ID02824,rumia-ul-zwirki-i-wigury-4",06:00,23:00,Rumia,ul. Żwirki i Wigury 4,84-230,Pomorskie,wejherowski,RUMIA (GMINA MIEJSKA),DS3,PS3.2.2,21600,82800,54.5731,18.387899,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID06961,"ID06961,stargard-szczecinski-ul-zwyciezcow-1a-5",06:00,23:00,Stargard Szczeciński,ul. Zwycięzców 1A 5,73-110,Zachodniopomorskie,stargardzki,STARGARD (GMINA MIEJSKA),DS2,PS2.2.6,21600,82800,53.337798,15.027698,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID06945,"ID06945,szczecin-ul-antoniego-kaliny-12-lok-u1",06:00,23:00,Szczecin,ul. Antoniego Kaliny 12 lok. U1,71-118,Zachodniopomorskie,Szczecin,SZCZECIN (GMINA MIEJSKA),DS2,PS2.1.3,21600,82800,53.431669,14.504979,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID02415,"ID02415,gliwice-ul-poniatowskiego-1-l-uz-ii",06:00,22:00,Gliwice,ul. Poniatowskiego 1 l. uż. II,44-100,Śląskie,Gliwice,GLIWICE (GMINA MIEJSKA),DS8,PS8.5.5,21600,79200,50.297405,18.693081,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID08297,"ID08297,ladek-zdroj-ogrodowa-12-14",06:00,23:00,Lądek-Zdrój,Ogrodowa 12-14,57-540,Dolnośląskie,kłodzki,LĄDEK-ZDRÓJ (GMINA MIEJSKO-WIE,DS7,PS7.4.7,21600,82800,50.345141,16.872906,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID08548,"ID08548,gdansk-grunwaldzka-489",06:00,23:00,Gdańsk,Grunwaldzka 489,80-309,Pomorskie,Gdańsk,GDAŃSK (GMINA MIEJSKA),DS3,PS3.3.5,21600,82800,54.407176,18.570123,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID06595,"ID06595,lublin-ul-krakowskie-przedmiescie-74",06:00,23:00,Lublin,ul. Krakowskie Przedmieście 74,20-076,Lubelskie,Lublin,LUBLIN (GMINA MIEJSKA),DS10,PS10.3.3,21600,82800,51.247549,22.553158,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID06829,"ID06829,bialystok-ul-szarych-szeregow-7-lok-2",06:00,23:00,Białystok,ul. Szarych Szeregów 7 lok. 2,15-666,Podlaskie,Białystok,BIAŁYSTOK (GMINA MIEJSKA),DS4,PS4.3.5,21600,82800,53.129886,23.090894,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID05471,"ID05471,gdynia-cechowa-8",06:00,23:00,Gdynia,Cechowa 8,81-174,Pomorskie,Gdynia,GDYNIA (GMINA MIEJSKA),DS3,PS3.2.6,21600,82800,54.55079,18.514322,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID02191,"ID02191,gdynia-ul-wincentego-pola-15",06:00,23:00,Gdynia,ul. Wincentego Pola 15,81-433,Pomorskie,Gdynia,GDYNIA (GMINA MIEJSKA),DS3,PS3.2.1,21600,82800,54.506138,18.550639,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID01266,"ID01266,lubin-grabowa-8",06:00,23:00,Lubin,Grabowa 8,59-300,Dolnośląskie,lubiński,LUBIN (GMINA MIEJSKA),DS7,PS7.2.7,21600,82800,51.404295,16.189042,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID01782,"ID01782,pszczyna-bielska-6a",06:00,23:00,Pszczyna,Bielska 6A,43-200,Śląskie,pszczyński,PSZCZYNA (GMINA MIEJSKO-WIEJSK,DS8,PS8.6.2,21600,82800,49.972637,18.937688,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
ID06243,"ID06243,sieradz-ul-warszawska-11a",06:00,23:00,Sieradz,ul. Warszawska 11a,98-200,Łódzkie,sieradzki,SIERADZ (GMINA MIEJSKA),DS6,PS6.5.6,21600,82800,51.596743,18.738492,"BIH,DEN,GSM,KPO,LOT,ODP,PAC,RAC,REJ,TER,ZBC"
